副本ID	对话ID	模型ID	模型位置	名称	对话内容	对话节点	怪物id	跳过剧情	对话时长	音频文件	动作ID	模型缩放	
1125	10	4000	1	[gamername]	切，禁军撤得这么干净！	4		1			S1000	1	
1126	10	4001	2	史瓦娜	大人的亲卫队设置了人形陷阱，成功捕获了几只变异物种，但是他们很难缠，需要你的支援！	1		1			S1000	1	
1126	10	4000	1	[gamername]	哦？你难道就是奥利修斯殿下所说的人类？	5	5072	1			S1000	1	
1126	11	4000	1	[gamername]	你是禁军？！还是虫族？！	5	5072	1			S1000	1	
1126	12	4001	2	禁军虫族	你猜？	5	5072	1			S1000	0.5	
1126	10	4001	2	禁军虫族	强大的人类，正合我的胃口。让我们融为一体吧。	4		1			S1000	0.5	
1126	11	4000	1	[gamername]	呕，我宁愿先结果自己——禁军在哪里？！	4		1			S1000	1	
1131	10	4001	2	禁军虫族	三点钟方向，繁殖地，所有虫族都在那里出生，还有那些没撤掉的禁军……	1		1			S1000	0.5	
1131	11	1008	2	瑞雯	这么找太鲁莽了。我们先引工兵出来，然后从后面绕进去。	1		1			S1000	1	
1131	12	4000	1	[gamername]	好办法。	1		1			S1000	1	
1132	10	4000	1	[gamername]	糟糕，他们数量太多，把惟一的入口堵住了！	1		1			S1000	1	
1132	11	4001	2	史瓦娜	只能用强制手段了——我带了很多爆破武器。	1		1			S1000	1	
1132	12	4000	1	[gamername]	漂亮！在胜利之前，先来点庆祝的烟火。	1		1			S1000	1	
1132	10	4001	2	主宰	外星人，你的末日已经接近……	4		1			S1000	0.5	
1133	10	4000	1	[gamername]	好像有谁在我脑子里说话。	1		1			S1000	1	
1133	11	4001	2	禁军虫族	那是[f3466e]主宰[-]的声音。主宰就是虫族们选出来的大脑。	1		1			S1000	0.5	
1133	12	4000	1	[gamername]	她会心灵感应？	1		1			S1000	1	
1133	13	4001	2	禁军虫族	我上次从她口中逃出去的时候她还不会，不过主宰和我一样有融合的能力，她应该融合了一个可以心灵感应的人。	1		1			S1000	0.5	
1133	14	4000	1	[gamername]	呕，必须除掉他。	1		1			S1000	1	
1133	10	4000	1	[gamername]	我们果然很强，打败了主宰。	4		1			S1000	1	
1133	11	4001	2	禁军虫族	反正虫族们会决定新的主宰者。这个茧里是幼虫吗？看起来不错，值得融合！	4		1			S1000	0.5	
1133	12	4000	1	[gamername]	别碰！	4		1			S1000	1	
1134	10	4001	2	凯利甘	我绝不屈服！	1		1			S1000	1	
1134	11	4000	1	[gamername]	好吧，现在惹上麻烦了。	1		1			S1000	1	
1134	12	4001	2	禁军虫族	她的味道有点奇怪，尝起来很像……	1		1			S1000	0.5	
1134	13	4000	1	[gamername]	没时间回味了，快反击！	1		1			S1000	1	
1134	10	4001	2	凯利甘	咳咳咳！多谢！我终于恢复了自己的意识，主宰的控制力太强了，我差点就……	4		1			S1000	1	
1134	11	4001	2	禁军虫族	我就说她的味道尝起来和虫族不一样！	4		1			S1000	0.5	
1134	12	4000	1	[gamername]	不用理这个怪物，你是谁，怎么会被困在这里？	4		1			S1000	1	
1134	13	4001	2	凯利甘	我是凯利甘，超能力拥有者，心灵感应者。禁军知道我的能力，想把我改造成他们的虫族武器。	4		1			S1000	1	
1134	10	4000	1	[gamername]	改造？	1		1			S1000	1	
1135	10	4001	2	凯利甘	禁军一直用强大的战士投喂主宰，让虫族变强。这样他们才能坐看龙族和虫族的战争，好从中得利。	1		1			S1000	1	
1135	11	4000	1	[gamername]	那那些禁军呢，现在在哪？	1		1			S1000	1	
1135	12	4001	2	凯利甘	虫族的壮大超过了他们预期，一部分禁军已经被主宰消化，另一部分逃走了。	1		1			S1000	1	
1135	13	4000	1	[gamername]	该死，我们要找他们用来穿越时空的神器！	1		1			S1000	1	
1135	14	4001	2	凯利甘	你指黄金之枪？肉山撤退的时候受到主宰的吞噬，没能带走黄金之枪。我会帮你们找到它。	1		1			S1000	1	
1135	10	4000	1	[gamername]	万分感激——奥利修斯，再会的时间到了！	4		1			S1000	1	
1136	11	4000	1	[gamername]	这是……难道我们之前没有完全打败主宰？	1		1			S1000	1	
1136	12	4001	2	凯利甘	不是，虫族社会里，一旦旧的主宰死亡，就会涌现出一大批嗜血的主宰候补。	1		1			S1000	1	
1136	13	4001	2	凯利甘	谁能在其中获胜，谁就是新的主宰。这就是他们种族无法被摧毁的原因。	1		1			S1000	1	
1136	14	4001	2	禁军虫族	哈哈，估计谁吃了你，谁就能成为新的主宰！	1		1			S1000	0.5	
1136	15	4000	1	[gamername]	放心，他们消化不了我——狩猎开始了，臭虫们！	1		1			S1000	1	
1136	10	4001	2	凯利甘	趁新的主宰还没选出来，我们快走！	4		1			S1000	1	
1141	10	4001	2	基地系统	B-111方向传来震动干扰，映射无法正常生成。追踪强行中止。	1		1			S1000	1	
1141	11	4000	1	[gamername]	该死！酒仙，我们现在在什么地方！	1		1			S1000	1	
1141	12	1011	2	熊猫酒仙	鬼知道，数亿个平行世界中的一个……难道黄金之枪被禁军下了套？！	1		1			S1000	1	
1141	10	1011	2	熊猫酒仙	总之你先去查一下B-111方向的震动，震源是你附近的那座茧形建筑物！	3		1			S1000	1	
1141	11	4000	1	[gamername]	酒仙，这里有很多奇怪的生物。	3		1			S1000	1	
1141	12	1011	2	熊猫酒仙	那是[f3466e]异形[-]，我在禁军的熵洲实验室里看到过。	3		1			S1000	1	
1141	13	1011	2	熊猫酒仙	但那些家伙既没投入战场也不是禁军的宠物。只是研究资料吧，大概。	3		1			S1000	1	
1141	10	4000	1	[gamername]	……酒仙，震动已经解除了。	4		1			S1000	1	
1141	11	1011	2	熊猫酒仙	你确定？干扰还在，系统没法重启……搞什么鬼！	4		1			S1000	1	
1142	10	1011	2	熊猫酒仙	你先别撤退，[66f346]威廉姆斯[-]的小分队在层状山的山谷失联，需要你前去支援！	1		1			S1000	1	
1142	11	4000	1	[gamername]	失联？这个节骨眼上，我们可不能失去同伴！	1		1			S1000	1	
1142	10	4000	1	[gamername]	酒仙，威廉姆斯不在这里。	4		1			S1000	1	
1142	11	1011	2	熊猫酒仙	我现在也测不到到生命迹象，他凭空消失了……要么就是……	4		1			S1000	1	
1142	12	4000	1	[gamername]	我相信威廉姆斯，他是我们的同伴，不会轻易倒下。	4		1			S1000	1	
1143	10	1011	2	熊猫酒仙	我们找到了真正的干扰源，就在附近多米诺形状的山谷。	1		1			S1000	1	
1143	11	1011	2	熊猫酒仙	异形出现在这里可能不是偶然，你最好注意一点。	1		1			S1000	1	
1143	11	4000	1	[gamername]	放心吧，酒仙，没有能比现在更糟的情况了。	1		1			S1000	1	
1143	10	4000	1	[gamername]	R.J.W……威廉姆斯的简写……他的戒指怎么会戴在异形的手上？	4		1			S1000	1	
1143	10	4000	1	[gamername]	酒仙，疑似干扰源已经解除。	1		1			S1000	1	
1144	11	1011	2	熊猫酒仙	恐怕你关掉的只是反射点，真正的干扰源在雾之湖对岸。	1		1			S1000	1	
1144	12	1011	2	熊猫酒仙	这么严密设计的玩意儿，说不是人为设计的那就是骗鬼了。	1		1			S1000	1	
1144	10	4000	1	[gamername]	这次可以了？	4		1			S1000	1	
1144	11	1011	2	熊猫酒仙	很好，已经可以了。这边开始恢复系统。	4		1			S1000	1	
1144	12	4000	1	[gamername]	慢着，一张碎纸片？	4		1			S1000	1	
1144	13	4001	2	碎纸片	亲爱的芮妮：我们奉命前来寻找干扰源，但是一个奇怪的东西吸引了我们的注意，这或许跟这里四处飘荡的异形有关……R.J.W……	4		1			S1000	1	
1145	10	4000	1	[gamername]	RXBT-06……长官，RXBT-06是什么地方？	1		1			S1000	1	
1145	11	1011	2	熊猫酒仙	RXBT是这里的地面坐标系，06是0号和6号通讯塔的交界处，怎么了？	1		1			S1000	1	
1145	12	4000	1	[gamername]	威廉姆斯告诉我们这个地点，可能正在等待救援。	1		1			S1000	1	
1145	13	1011	2	熊猫酒仙	我们没多少时间，别逞强去救人了！异形比禁军更可怕！	1		1			S1000	1	
1145	14	1011	2	熊猫酒仙	因为我们知道是禁军是什么，不知道异形到底是——	1		1			S1000	1	
1145	15	4000	1	[gamername]	我知道，长官！但至少让我试一下！	1		1			S1000	1	
1145	10	4000	1	[gamername]	之前那张碎纸片的另外半部分……	4		1			S1000	1	
1145	11	4001	2	碎纸片	……芮妮我很害怕，异形攻击了我……我的身体不受使唤……那个在这里放置波形发生器的人……是不是在警告我……	4		1			S1000	1	
1145	12	4000	1	[gamername]	带着戒指的异形……就是威廉姆斯？！异形……是人类的变种……	4		1			S1000	1	
1146	10	4000	1	[gamername]	呼救信号？还有其他被困在这里的人？这次一定要救出他们！	3		1			S1000	1	
1146	10	4001	2	莱姆	谢谢你，我被困在这异形所在的零界已经几百年了。	4		1			S1000	0.5	
1146	11	4000	1	[gamername]	你说的是禁军的语言，你是禁军？	4		1			S1000	1	
1146	12	4001	2	莱姆	我曾经是他们的一员，直到被他们流放。	4		1			S1000	0.5	
1146	13	4000	1	[gamername]	被流放？	4		1			S1000	1	
1146	14	4001	2	莱姆	我们的母星该亚，300年前就耗尽了能源，无法供养所有人。所以奥利修斯发动了所谓的‘移民计划’。	4		1			S1000	0.5	
1146	15	4001	2	莱姆	美其名曰让我们去寻找新的家园，实际上却把我们抛弃在虚空中，用来做异形的实验原料。	4		1			S1000	0.5	
1146	16	4001	2	莱姆	其他人已经变成了异形，而我是这里最后一个保持理智的流放者。	4		1			S1000	0.5	
1146	17	4000	1	[gamername]	原来奥利修斯对同族也这么残忍！	4		1			S1000	1	
1151	10	4000	1	[gamername]	实际上，奥利修斯夺走了地球的生命之源，现在我们要把它夺回来。	1		1			S1000	1	
1151	11	4001	2	莱姆	奥利修斯，我们共同的敌人，我会帮助你们重建到该亚星的映射！	1		1			S1000	0.5	
1151	12	4001	2	基地系统	映射重建……遭遇反映射破坏……强制重建……重建成功，转换器预热……	1		1			S1000	1	
1151	13	1011	2	熊猫酒仙	工程师说，一般系统重建要一个星期。你到底怎么做到的？	1		1			S1000	1	
1151	14	4001	2	莱姆	我被流放过来的时候，用波形发生器记录下了映射的内容。	1		1			S1000	0.5	
1151	15	1011	2	熊猫酒仙	按你的说法是300年以前发生的事了，你还记得这么清楚？	1		1			S1000	1	
1151	10	4000	1	[gamername]	肉山，终于回到了你的家乡，在这里安息吧。	2		1			S1000	1	
1151	11	4001	2	莱姆	人类太有趣了，竟然还会安葬自己的敌人。	2		1			S1000	0.5	
1151	12	4000	1	[gamername]	我只是不想一个英勇的战士，死得配不上他应有的荣耀。	2		1			S1000	1	
1151	13	4001	2	莱姆	这种低级战士——有什么荣耀可言？	2		1			S1000	0.5	
1152	10	4000	1	[gamername]	雏菊的幼苗？他们这么费劲只是为了保护幼苗？	4		1			S1000	1	
1152	11	4001	2	莱姆	雏菊对于盖亚人的意义非同一般，雏菊意味着永不消逝的希望。	4		1			S1000	0.5	
1152	12	4001	2	莱姆	——这里原来寸草不生，看来他们掠夺的生命之源起作用了。	4		1			S1000	0.5	
1152	13	4000	1	[gamername]	该死，必须制止他们！	4		1			S1000	1	
1153	10	1011	2	熊猫酒仙	这些雏菊有生命之源的成分。本来没有追踪的线索，但我们发现种子是地球品种。	1		1			S1000	1	
1153	11	4000	1	[gamername]	我想起来了，神牛说禁军曾经试图用四象带走过什么植物！原来是雏菊！	1		1			S1000	1	
1153	12	1011	2	熊猫酒仙	于是我检测了附近的光谱，发现死亡之湖有大量的雏菊种子，你去查看一下！	1		1			S1000	1	
1154	11	4000	1	[gamername]	生命之源在哪里？	4		1			S1000	1	
1154	12	4001	2	禁军巡逻兵	听、听那些宪兵说已经转移到古方尖塔了。	4		1			S1000	0.5	
1155	10	4000	1	[gamername]	古方尖塔，金字塔，地球上有，塔图星上也有……	1		1			S1000	1	
1155	11	4000	1	[gamername]	难道我们的文明，从那么古老的时代开始……就受到了盖亚星的影响？	1		1			S1000	1	
1155	12	4000	1	[gamername]	还是说……我们本来就生活在同一个星球上？	1		1			S1000	1	
1155	10	4000	1	[gamername]	幻象？！	4		1			S1000	1	
1155	11	4001	2	影子	还记得奥利修斯说，生命之源没有选择人类吗？其实他错了，生命之源选择了一个人类胚胎，那个胚胎就站在你眼前。	4		1			S1000	1	
1155	12	4000	1	[gamername]	慢着，你的意思是，生命之源选择了我？	4		1			S1000	1	
1155	13	4001	2	影子	不，它选择了我。	4		1			S1000	1	
1156	10	4000	1	[gamername]	感觉有源源不断的力量注入，这就是生命之源的实体吗……	1		1			S1000	1	
1156	10	4001	2	奥利修斯	人类杂种，终于到清算的时候了！	3		1			S1000	0.5	
1156	11	4000	1	[gamername]	这场战役拖了太久！现在，做个了断吧！	3		1			S1000	1	
1156	10	4001	2	奥利修斯	怎么可能……生命之源明明选择了我！	4		1			S1000	0.5	
1156	11	4000	1	[gamername]	地球的希望，你不可能夺走的。	4		1			S1000	1	
1156	12	4001	2	奥利修斯	雏菊幼苗……永恒的希望……这个星球……不可能结束……	4		1			S1000	0.5	
1156	13	4000	1	[gamername]	在回忆中安息吧。	4		1			S1000	1	
1156	14	4001	2	莱姆	对敌人都这么温柔，人类还真是奇怪的动物。	2		1			S1000	0.5	
1156	15	4000	1	[gamername]	莱姆？你怎么会出现在这里？	2		1			S1000	1	
1156	16	4001	2	莱姆	谢谢你帮我推翻奥利修斯的王位！这个正在复苏的星球，还有生命之源，我收下了。	2		1			S1000	0.5	
1156	17	4000	1	[gamername]	!!!	2		1			S1000	1	
1161	10	4001	2	莱姆	哈哈，亲爱的皇兄，想不到你还有这么狼狈的时候。	1		1			S1000	0.5	
1161	11	4001	2	奥利修斯	没想到你还活着……不管怎样……盖亚的未来交给你了……	1		1			S1000	0.5	
1161	12	4000	1	[gamername]	莱姆，我以为我们是伙伴……	1		1			S1000	1	
1161	13	4001	2	莱姆	哈哈，伙伴？别搞笑了！是我用波形发射器强迫你们停下。	1		1			S1000	0.5	
1161	14	4001	2	莱姆	你们能救出我，都是我设计好的圈套。而我之所以被皇兄流放，是因为我失败了，在权利争夺中。	1		1			S1000	0.5	
1161	10	4001	2	莱姆	哈哈，雏菊，果然是永恒的希望。	4		1			S1000	0.5	
1162	10	4000	1	[gamername]	莱姆留下了生命之源？	3		1			S1000	1	
1162	10	1008	2	瑞雯	不，生命之源已经渗入这片土地，我们没办法带走。	4		1			S1000	1	
1162	11	4000	1	[gamername]	该怎么办？	4		1			S1000	1	
1162	12	1008	2	瑞雯	莱姆刚刚夺位，一定会回领地宣示自己的继承权。我们去黑河看看，那里是他们的皇宫所在地	4		1			S1000	1	
1162	10	4001	2	巨魔	别杀我啊，我只忠于奥利修斯殿下！莱姆去帕米尔湖了，那里有大部队！我说的可是千真万确啊！	4		1			S1000	1	
1162	11	4001	2	凯利甘	他没说谎。	4		1			S1000	1	
1162	12	4000	1	[gamername]	那我们就去追捕那个叛徒。	4		1			S1000	1	
1164	10	4001	2	巨魔	这里是雪人墓地，前方已经安全了。很快就能抵达帕米尔湖。	1		1			S1000	1	
1164	10	1009	2	貂蝉	熊猫长官派妾身前来支援。此地不可久留，我们急速前往帕米尔湖。	4		1			S1000	1	
1165	10	1009	2	貂蝉	妾身遍搜了各处，虽然这里护卫森严，但并无莱姆的踪迹。	1		1			S1000	1	
1165	10	1009	2	貂蝉	依妾身来看，莱姆并不在附近。	4		1			S1000	1	
1165	11	4000	1	[gamername]	可恶！	4		1			S1000	1	
1165	12	1009	2	貂蝉	方才战斗中，禁军无意掉下一张纸片，妾身想着或许有用，就收着了。	1		1			S1000	1	
1165	13	4000	1	[gamername]	这……是生命之源的导流图。目的地是——北方大空洞。	1		1			S1000	1	
1165	14	1009	2	貂蝉	虽不知有何寓意，但过去查看一下也无妨。	1		1			S1000	1	
1166	10	4001	2	凯利甘	这难道是植物生长的声音？太异常了，不是自然界应该有的声音。	3		1			S1000	1	
1166	11	4000	1	[gamername]	你确定不是伊泽瑞尔胡思乱想的声音吗？	3		1			S1000	1	
1166	12	4001	2	凯利甘	不，等一下，莱姆的近卫军在附近！	3		1			S1000	1	
1166	13	4000	1	[gamername]	莱姆在哪里？	3		1			S1000	1	
1166	14	4001	2	凯利甘	我感应不到他。不，他就在——啊！	3		1			S1000	1	
1166	15	4001	2	莱姆	抱歉，人类的时代，已经结束了。	3		1			S1000	0.5	
1166	10	4000	1	[gamername]	还没有……还没有结束……	4		1			S1000	1	
1166	11	4001	2	莱姆	仅仅凭借肉体是无法战斗下去的，愚蠢的人类。	4		1			S1000	0.5	
1166	12	4001	2	莱姆	安息吧，不过我可不会像你一样，把敌人的尸体带回他的故乡。	4		1			S1000	0.5	
